State.Province,merged_clade,collection_date
South Dakota,H1.delta2-N2.2002,2009
Missouri,H1.delta2-N2.2002,2009
Illinois,H3.cluster_iv-N2.2002,2009
Illinois,H3.cluster_iv-N2.2002,2009
Illinois,H3.cluster_iv-N2.2002,2009
Illinois,H3.cluster_iv-N2.2002,2009
North Carolina,H1.delta1b-N2.2002A,2009
South Dakota,H1.delta1a-N2.2002A,2009
Minnesota,H1.delta2-N2.2002,2009
Minnesota,H3.cluster_ive-N2.2002B,2009
Arkansas,H1.delta2-N2.2002,2009
Indiana,H1.delta2-N2.2002,2009
North Carolina,unknown-1998,2009
Kansas,H1.delta1b-N2.2002A,2009
North Carolina,H1.delta2-N2.1998B,2009
Minnesota,H1.delta1a-N2.2002A,2009
North Carolina,H1.pdmh1-N2.2002,2010
Iowa,H1.delta-like-N2.2002,2010
North Carolina,H1.delta2-N2.1998B,2010
North Carolina,H1.delta2-N2.1998B,2010
Iowa,H1.delta2-N2.2002B,2010
Minnesota,H1.delta1b-N2.2002A,2010
Indiana,H3.cluster_iv-N2.2002B,2010
Minnesota,H3.cluster_ivb-N2.2002B,2010
North Carolina,H1.delta2-N2.1998B,2010
North Carolina,H1.delta2-N2.1998B,2010
Indiana,H1.beta-1998,2010
Minnesota,H3.cluster_ivb-N2.2002B,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Oklahoma,H3.cluster_iv-N2.2002A,2010
North Carolina,H3.cluster_iv-N2.2002B,2010
North Carolina,H1.delta2-N2.1998B,2010
North Carolina,H1.delta2-N2.1998B,2010
Kansas,H3.cluster_iv-N2.2002B,2010
Minnesota,H1.delta1a-N2.2002A,2010
North Carolina,H3.cluster_iv-N2.2002,2010
North Carolina,H1.delta2-N2.1998B,2010
Minnesota,H1.delta1b-N2.2002A,2010
Texas,H3.cluster_iv-N2.2002A,2010
North Carolina,H1.delta2-N2.1998B,2010
North Carolina,H1.delta2-N2.1998B,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Minnesota,H1.pdmh1-N2.2002A,2010
Minnesota,H1.delta1a-N2.2002A,2010
Missouri,H1.delta2-N2.2002,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1a-N2.2002A,2010
Minnesota,H1.delta1a-N2.2002A,2010
Iowa,H3.cluster_iv-N2.2002,2010
North Carolina,H1.pdmh1-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
North Carolina,H3.cluster_iv-N2.2002,2010
Texas,H3.cluster_iv-N2.1998A,2010
North Carolina,H3.cluster_iv-N2.2002,2010
Illinois,H1.delta1b-N2.2002A,2010
Indiana,H1.pdmh1-N2.2002A,2010
Oklahoma,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H3.cluster_ivb-N2.2002,2010
Iowa,H1.gamma-N2.2002A,2010
Iowa,H1.delta1b-N2.2002A,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Ohio,H3.cluster_iva-N2.2002,2010
Pennsylvania,H3.cluster_iv-N2.2002,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
North Carolina,H1.delta2-N2.1998B,2010
North Carolina,H1.delta2-N2.1998B,2010
North Carolina,H1.delta2-N2.1998B,2010
Iowa,H3.cluster_iv-N2.2002,2010
Iowa,H3.cluster_iv-N2.2002,2010
Minnesota,H1.delta1b-N2.2002A,2010
Pennsylvania,H3.cluster_iv-N2.2002,2010
Pennsylvania,H3.cluster_iv-N2.2002,2010
Pennsylvania,H3.cluster_iv-N2.2002,2010
Minnesota,H3.cluster_iva-N2.2002,2010
Minnesota,H1.delta1b-N2.2002A,2010
North Carolina,H3.cluster_iv-N2.2002,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Illinois,H1.gamma-N2.2002,2010
Illinois,H1.gamma-N2.2002,2010
Illinois,H1.gamma-N2.2002,2010
Illinois,H1.gamma-N2.2002,2010
Illinois,H1.gamma-N2.2002,2010
Ohio,H1.delta1b-N2.2002A,2010
Iowa,H3.cluster_iv-N2.2002,2010
Iowa,H3.cluster_iv-N2.2002,2010
Minnesota,H3.cluster_iv-N2.2002B,2010
Illinois,H1.gamma-N2.2002,2010
Minnesota,H1.delta2-N2.2002,2010
Indiana,H3.cluster_iva-N2.2002,2010
Minnesota,H3.cluster_iv-N2.2002B,2010
Minnesota,H1.delta1b-N2.2002A,2010
Indiana,H3.cluster_iva-N2.2002,2010
Ohio,H1.delta1b-N2.2002A,2010
Pennsylvania,H3.cluster_iv-N2.2002A,2010
Pennsylvania,H3.cluster_iv-N2.2002A,2010
Pennsylvania,H3.cluster_iv-N2.2002A,2010
Pennsylvania,H3.cluster_iv-N2.2002A,2010
Illinois,H3.cluster_ivb-N2.2002B,2010
Iowa,H3.cluster_ivb-N2.2002B,2010
Iowa,H3.cluster_ivb-N2.2002B,2010
Indiana,H3.cluster_iv-N2.2002,2010
Indiana,H3.cluster_iv-N2.2002,2010
North Carolina,H1.delta2-N2.1998B,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iva-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Ohio,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1a-N2.2002A,2010
Minnesota,H1.delta1a-N2.2002A,2010
Pennsylvania,H3.cluster_iv-N2.2002A,2010
Pennsylvania,H3.cluster_iv-N2.2002A,2010
Minnesota,H3.cluster_ivb-N2.2002B,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Oklahoma,H1.delta1b-N2.2002A,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Oklahoma,H3.cluster_ivf-N2.1998A,2010
Illinois,H1.delta2-N2.2002,2010
Illinois,H1.delta2-N2.2002,2010
Iowa,H1.delta1a-N2.2002A,2010
Illinois,H1.delta2-N2.2002,2010
Iowa,H1.pdmh1-N2.2002,2010
Iowa,H3.cluster_iv-N2.2002B,2010
Iowa,H3.cluster_iv-N2.2002B,2010
Iowa,H3.cluster_iv-N2.2002B,2010
Iowa,H3.cluster_ive-N2.2002B,2010
Iowa,H3.cluster_ive-N2.2002B,2010
Iowa,H3.cluster_ive-N2.2002B,2010
Iowa,H1.delta-like-N2.1998A,2010
Iowa,H1.delta-like-N2.1998A,2010
Iowa,H1.delta1b-N2.2002A,2010
North Carolina,H1.delta2-N2.2002,2010
Minnesota,H3.cluster_iva-N2.2002,2010
Indiana,H3.cluster_iva-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Indiana,H3.cluster_iv-N2.2002,2010
Iowa,H3.cluster_ivb-N2.1998A,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Iowa,H3.cluster_ivb-N2.2002B,2010
Iowa,H3.cluster_ivb-N2.2002B,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Indiana,H3.cluster_iv-N2.2002,2010
Minnesota,H1.delta-like-N2.1998A,2010
South Dakota,H1.delta1b-N2.2002A,2010
South Dakota,H1.delta1b-N2.2002A,2010
North Carolina,H3.cluster_iv-N2.2002,2010
North Carolina,H3.cluster_iv-N2.2002,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta2-N2.2002,2010
Illinois,H1.delta2-N2.2002,2010
Illinois,H1.delta2-N2.2002,2010
Illinois,H1.delta2-N2.2002,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Pennsylvania,H3.cluster_iv-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Iowa,H3.cluster_iv-N2.2002,2010
Illinois,H1.delta2-N2.2002,2010
Iowa,H3.cluster_ivb-N2.2002B,2010
Illinois,H3.cluster_iv-N2.2002,2010
Illinois,H3.cluster_iv-N2.2002,2010
Minnesota,H1.delta1a-N2.2002A,2010
Iowa,H1.delta2-N2.2002,2010
Iowa,H1.delta2-N2.2002,2010
Minnesota,H1.delta1b-N2.2002A,2010
Minnesota,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2010
Iowa,H3.cluster_iv-N2.2002,2010
Minnesota,H1.delta1b-N2.2002A,2010
Nebraska,H3.cluster_ivb-N2.2002B,2010
Pennsylvania,H3.cluster_iv-N2.2002,2010
Iowa,H1.delta1a-N2.2002A,2010
Iowa,H3.cluster_iv-N2.2002,2010
Missouri,H3.cluster_ivd-N2.2002B,2010
Missouri,H3.cluster_ivd-N2.2002B,2010
Indiana,H3.cluster_iv-N2.2002,2010
Iowa,H3.cluster_ivb-N2.2002B,2010
South Dakota,H1.delta1b-N2.2002A,2010
Indiana,H3.cluster_ivc-N2.2002,2010
Indiana,H3.cluster_ivc-N2.2002,2010
Minnesota,H3.cluster_ivb-N2.2002B,2010
Iowa,H1.delta1b-N2.2002A,2010
Kansas,H3.cluster_ivf-N2.1998A,2010
Ohio,H1.delta1b-N2.2002A,2010
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
North Carolina,H3.cluster_iv-N2.2002,2011
Ohio,H1.delta1b-N2.2002A,2011
North Carolina,H3.cluster_iv-N2.2002,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.gamma-N2.2002A,2011
Minnesota,H3.cluster_ive-N2.2002B,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Kansas,H3.cluster_ivf-N2.1998A,2011
Mississippi,H1.delta1b-N2.2002A,2011
North Carolina,H3.cluster_iva-N2.2002A,2011
Iowa,H3.cluster_iv-N2.2002,2011
Arkansas,H1.delta1b-N2.2002A,2011
Minnesota,unknown-N2.2002B,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Oklahoma,H1.delta1b-N2.2002A,2011
Oklahoma,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1a-N2.2002A,2011
Minnesota,H1.delta1a-N2.2002A,2011
Iowa,H1.delta2-N2.2002,2011
Minnesota,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Texas,H3.cluster_ivf-N2.1998A,2011
Texas,H3.cluster_ivf-N2.1998A,2011
Kansas,unknown-N2.1998A,2011
Kansas,unknown-N2.1998A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
South Dakota,H1.delta1b-N2.2002A,2011
South Dakota,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Nebraska,H1.delta1b-N2.2002A,2011
Indiana,H3.cluster_iva-N2.2002A,2011
Iowa,H1.delta1a-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.gamma-N2.2002,2011
Illinois,H1.delta1b-N2.2002A,2011
Kansas,H3.cluster_ivd-N2.1998A,2011
North Carolina,H1.delta2-N2.1998B,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Indiana,H3.cluster_iva-N2.2002A,2011
Indiana,H3.cluster_iva-N2.2002A,2011
North Carolina,H1.delta2-N2.1998B,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H3.cluster_ivf-N2.1998A,2011
Iowa,H1.delta-like-N2.1998A,2011
Iowa,H1.delta-like-N2.1998A,2011
Iowa,H1.delta-like-N2.1998A,2011
North Carolina,H1.delta1b-N2.2002A,2011
Indiana,H1.delta1b-N2.2002A,2011
Kansas,H3.cluster_ivf-N2.1998A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Indiana,H1.delta1b-N2.2002A,2011
Illinois,H3.cluster_ivf-N2.1998A,2011
Illinois,H3.cluster_ivf-N2.1998A,2011
Indiana,H1.delta1b-N2.2002A,2011
Kansas,H3.cluster_ivf-N2.2002B,2011
Iowa,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Texas,H3.cluster_ivf-N2.1998A,2011
Texas,H3.cluster_ivf-N2.1998A,2011
Arkansas,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Arkansas,H1.delta1b-N2.2002A,2011
Minnesota,H3.cluster_ivb-N2.2002B,2011
Nebraska,H3.cluster_ivb-N2.2002B,2011
Minnesota,H1.delta1b-N2.2002A,2011
Indiana,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Indiana,H1.delta1b-N2.2002A,2011
Minnesota,H3.cluster_iv-N2.2002,2011
Arkansas,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Michigan,H1.delta1b-N2.2002A,2011
Michigan,H1.delta1b-N2.2002A,2011
Illinois,H3.cluster_ivd-N2.2002B,2011
Illinois,H3.cluster_ivd-N2.2002B,2011
Illinois,H3.cluster_ivd-N2.2002B,2011
Illinois,H3.cluster_ivd-N2.2002B,2011
Illinois,H3.cluster_ivd-N2.2002B,2011
Iowa,H1.delta1b-N2.2002A,2011
Arkansas,H1.delta1b-N2.2002A,2011
Iowa,H1.delta2-N2.2002,2011
Pennsylvania,H3.cluster_iv-N2.2002,2011
Arkansas,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H3.cluster_iv-N2.2002B,2011
Iowa,H3.cluster_iv-N2.2002B,2011
Iowa,H1.delta1b-N2.2002A,2011
Illinois,H3.cluster_iv-N2.2002,2011
Iowa,H1.delta1b-N2.2002A,2011
Indiana,H1.delta2-N2.1998B,2011
Iowa,H1.delta1a-N2.2002A,2011
Minnesota,H3.cluster_ivd-N2.2002B,2011
Minnesota,H3.cluster_ivd-N2.2002B,2011
Oklahoma,H1.delta1b-N2.2002A,2011
Oklahoma,H1.delta1b-N2.2002A,2011
Oklahoma,H1.delta1b-N2.2002A,2011
Oklahoma,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Arkansas,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1a-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Minnesota,H3.cluster_ivf-N2.1998A,2011
Minnesota,H3.cluster_ivf-N2.1998A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Oklahoma,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Nebraska,H1.delta1b-N2.2002B,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Arkansas,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Iowa,H3.cluster_iva-N2.2002A,2011
Iowa,H3.cluster_iva-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Illinois,H3.cluster_ive-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Minnesota,H3.cluster_ivb-N2.2002B,2011
Minnesota,H3.cluster_ivb-N2.2002B,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Ohio,H1.delta1b-N2.2002A,2011
Arkansas,H1.delta1b-N2.2002A,2011
Arkansas,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Iowa,H3.cluster_iva-N2.2002A,2011
Indiana,H3.cluster_ivd-N2.2002,2011
Iowa,H1.delta1b-N2.2002A,2011
Iowa,H1.delta1a-N2.2002A,2011
New York,H3.cluster_iva-N2.2002A,2011
Illinois,H3.cluster_iva-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1a-N2.2002A,2011
Iowa,H1.delta1a-N2.2002A,2011
Iowa,H3.cluster_ivd-N2.2002B,2011
Iowa,H3.cluster_ivd-N2.2002B,2011
Minnesota,H1.delta1b-N2.2002A,2011
Minnesota,H1.delta1b-N2.2002A,2011
Indiana,H3.cluster_iva-N2.2002A,2011
North Carolina,H1.delta2-N2.1998B,2011
Iowa,H3.cluster_iva-N2.2002A,2011
Iowa,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Ohio,H3.cluster_iva-N2.2002A,2011
Indiana,H1.delta1b-N2.2002A,2011
Indiana,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Illinois,H1.delta1b-N2.2002A,2011
Iowa,H3.cluster_ivf-N2.1998A,2011
Iowa,H3.cluster_ivf-N2.1998A,2011
